id,screen_name,followers_count,friends_count,status_count,description,label
14099861,,77,209,49,,1
14100363,,2540,2781,1386,,1
14106080,,3207,1921,2642,,1
14106277,,655,511,247,,1
14117843,,6335,3093,950,,1
14118173,,7252,7099,290,,1
14118517,,5544,5416,1680,,1
14119816,,48611,48525,27007,,1
14119845,,7052,7578,5788,,1
14121525,,1719,2001,2123,,1
14131099,,2789,2739,6083,,1
14133288,,27303,29005,273,,1
14134831,,782,774,164,,1
14138443,,219,503,100,,1
14138657,,551,1127,212,,1
14146618,,1611,1829,472,,1
14151220,,12474,11894,1892,,1
14155663,,5880,746,1049,,1
14158133,,69,207,222,,1
14167013,,934,1999,1104,,1
14169174,,683,1156,532,,1
14170609,,4161,3589,10902,,1
14177844,,3643,3917,963,,1
14178758,,1660,1998,708,,1
14185487,,253,425,415,,1
14185827,,9039,9048,4,,1
14195582,,931,1470,727,,1
14196378,,862,1965,73,,1
14200437,,40502,41544,4422,,1
14206085,,9660,8680,4405,,1
14212278,,6409,6115,6169,,1
14213042,,6949,7410,880,,1
14213969,,890,1241,43,,1
14216821,,15259,16784,2426,,1
14221134,,431,163,1061,,1
14235401,,20269,18426,13905,,1
14236327,,10177,9143,190,,1
14239363,,940,1181,981,,1
14240899,,155,525,20,,1
14248266,,7425,8071,5272,,1
14249388,,5642,5355,491,,1
14249798,,917,211,854,,1
14251168,,9067,8664,4337,,1
14252975,,14284,15237,3902,,1
14253343,,9858,10324,1465,,1
14255846,,16729,15529,1751,,1
14257808,,3558,3808,2265,,1
14275501,,1982,2125,1830,,1
14278708,,8113,3382,259,,1
14278915,,7941,8729,1225,,1
14286401,,8690,9089,1187,,1
14306558,,431,657,54,,1
14310835,,15,93,9,,1
14313986,,24169,14776,18107,,1
14317166,,846,1329,169,,1
14317480,,12090,12439,8931,,1
14323467,,2361,2298,437,,1
14335577,,3341,3526,1060,,1
14338005,,81,103,345,,1
14339170,,12523,12751,3466,,1
14348419,,14215,8131,734,,1
14351877,,258,462,345,,1
14358053,,3255,3580,700,,1
14364397,,10686,10790,873,,1
14365084,,1363,1994,3128,,1
14365379,,1637,1759,819,,1
14367635,,14965,16288,16228,,1
14368027,,287,711,8,,1
14371266,,1393,1821,380,,1
14372559,,1399,985,114,,1
14373091,,14238,14481,104,,1
14378272,,2264,2267,316,,1
14379113,,1553,1569,933,,1
14387385,,122,477,21,,1
14388366,,2620,2473,1208,,1
14391473,,948,1446,135,,1
14392094,,2688,2701,140,,1
14394428,,8690,9558,824,,1
14401806,,36584,34440,1412,,1
14404371,,729,827,268,,1
14405120,,793,1402,230,,1
14405773,,90,272,35,,1
14417392,,3201,2721,375,,1
14426942,,11088,12095,4377,,1
14429823,,64817,68111,15208,,1
14433036,,2451,2635,260,,1
14435478,,9307,10232,595,,1
14439302,,1744,2001,5731,,1
14444226,,5025,5531,383,,1
14449469,,709,1253,14,,1
14449487,,146,1203,3,,1
14451294,,52016,54579,13644,,1
14451520,,1566,2000,87,,1
14453409,,1853,2039,46,,1
14453620,,6261,6533,1728,,1
14453833,,2352,2314,703,,1
14457457,,3879,3710,3369,,1
14463523,,5586,5126,219,,1
14463537,,1691,1850,115,,1
14464835,,3790,4001,7298,,1
14466304,,5763,6091,274,,1
14466733,,2442,1134,1014,,1
14468043,,96681,95035,10560,,1
14470037,,25234,5355,3991,,1
14478399,,515,641,1765,,1
14485062,,2444,2602,1252,,1
14486811,,36286,31944,18605,,1
14501811,,41,306,300,,1
14505596,,22233,22814,31435,,1
14507201,,12501,13733,386,,1
14511995,,4888,5320,4664,,1
14515351,,274,710,307,,1
14516920,,30225,15677,565,,1
14517930,,12133,13275,940,,1
14518714,,23853,26150,4700,,1
14522944,,13133,13123,5370,,1
14536664,,7436,7481,1355,,1
14536884,,584,839,85,,1
14538308,,266,604,190,,1
14542251,,126,882,11,,1
14546963,,680,1160,92,,1
14548188,,4315,4739,14148,,1
14548883,,10630,10422,1656,,1
14562016,,32611,24478,2041,,1
14563984,,7688,8438,840,,1
14564148,,600,2001,18909,,1
14565842,,350,431,902,,1
14573272,,3309,3283,13096,,1
14574552,,2491,2738,418,,1
14588236,,2409,1559,1556,,1
14609388,,9573,5495,2423,,1
14624975,,4714,4708,1342,,1
14627467,,262,846,780,,1
14631818,,1246,1342,1124,,1
14634648,,19223,17806,839,,1
14635511,,88,351,104,,1
14660169,,4302,4733,469,,1
14660807,,748,1002,1401,,1
14664352,,21,49,256,,1
14665515,,3909,3227,433,,1
14669269,,2551,2767,5399,,1
14675924,,13128,13059,558,,1
14680117,,453,785,70,,1
14685772,,750,1215,1834,,1
14688076,,15227,13343,832,,1
14694363,,2068,2271,760,,1
14694781,,807,1642,91,,1
14697488,,3857,3841,50,,1
14703881,,6961,6858,211,,1
14713235,,82935,79802,1284,,1
14715936,,6993,7651,1819,,1
14723947,,19356,20752,3312,,1
14727583,,0,82,2,,1
14729305,,93,280,452,,1
14732187,,28138,28015,10939,,1
14736017,,82,509,101,,1
14743861,,648,1407,279,,1
14744838,,24394,26084,7944,,1
14756925,,9175,9767,6960,,1
14759377,,13189,14126,4946,,1
14762412,,502,464,3069,,1
14768661,,48960,44956,565,,1
14771319,,3842,3700,2287,,1
14777649,,29184,30665,8709,,1
14791865,,58,568,72,,1
14797114,,2300,2418,2967,,1
14807631,,1088,939,296,,1
14808307,,44541,44525,33841,,1
14813318,,11779,11990,697,,1
14815178,,37,110,16,,1
14817909,,1186,1974,462,,1
14823092,,7996,8551,4899,,1
14826792,,561,841,530,,1
14833707,,11331,12440,161,,1
14835575,,1267,1164,587,,1
14840993,,7466,7927,2006,,1
14842048,,290,1100,37,,1
14847079,,2536,2727,156,,1
14850079,,40231,33310,6815,,1
14852661,,3791,3222,797,,1
14854312,,92,765,1,,1
14865176,,365,567,370,,1
14868734,,387,546,176,,1
14881278,,746,1862,17942,,1
14882482,,137,842,128,,1
14895944,,425,796,1946,,1
14902260,,16548,16770,2241,,1
14912789,,64767,18087,696,,1
14914477,,5641,4769,2662,,1
14915003,,1189,1537,1607,,1
14919153,,589,1392,262,,1
14921445,,78,62,297,,1
14927543,,2845,2677,3677,,1
14938975,,3041,2836,11,,1
14947437,,8765,8457,1917,,1
14949732,,1893,1626,257,,1
14957886,,479,1912,713,,1
14957974,,485,2001,134,,1
14962266,,6598,3919,4089,,1
14962906,,24159,23244,5425,,1
14964744,,5462,6008,1290,,1
14968179,,10727,11708,4434,,1
14972202,,1480,1469,1567,,1
14990022,,206,270,633,,1
14997308,,7014,6681,1375,,1
15006749,,868,1035,343,,1
15014107,,1445,1416,2067,,1
15014405,,102788,97457,45301,,1
15021556,,1564,2002,5161,,1
15026094,,4737,5127,396,,1
15032604,,6629,7292,269,,1
15037964,,1040,455,1377,,1
15038084,,854,1274,46,,1
15040652,,2585,2828,2959,,1
15042759,,7820,7827,56,,1
15043574,,4362,4794,1529,,1
15044346,,2369,2323,935,,1
15044502,,61292,61162,14567,,1
15052873,,12156,11460,755,,1
15057807,,79,220,262,,1
15074042,,461,790,54,,1
15079844,,3885,3242,11177,,1
15086161,,3163,2958,1061,,1
15099352,,17468,18666,811,,1
15102377,,1293,1933,1255,,1
15102725,,488,476,372,,1
15102934,,18799,20676,5015,,1
15108633,,594,961,3284,,1
15109598,,6523,6660,2605,,1
15110598,,336,641,589,,1
15111357,,915,762,1121,,1
15112316,,15837,16040,4247,,1
15113009,,1403,1784,114,,1
15141923,,11275,12334,146,,1
15146188,,1180,1516,241,,1
15163261,,6322,6417,6193,,1
15164181,,1392,1772,268,,1
15168449,,842,2001,103,,1
15169907,,28354,13247,1451,,1
15171124,,2746,2229,332,,1
15171329,,4312,2894,135,,1
15176832,,924,1496,71,,1
15181209,,6939,6136,5233,,1
15184942,,6359,6506,2411,,1
15193239,,19133,16118,4990,,1
15194772,,3631,3832,1665,,1
15202507,,16171,16402,2586,,1
15202752,,764,763,121,,1
15211524,,11649,11567,2020,,1
15213262,,1115,1741,260,,1
15214601,,54851,56362,10192,,1
15218913,,50,617,2,,1
15222519,,5362,5899,185,,1
15229103,,793,585,3131,,1
15235767,,3725,4098,3377,,1
15248178,,2710,2982,536,,1
15251309,,6608,7250,5476,,1
15254146,,26047,28380,4190,,1
15265269,,16695,15425,19585,,1
15267659,,610,362,350,,1
15269059,,3580,3352,1711,,1
15275022,,25081,9624,1905,,1
15280950,,431,900,47,,1
15282274,,405,807,788,,1
15283008,,4526,4898,4027,,1
15284737,,2907,2582,13532,,1
15285103,,15876,14069,1345,,1
15288974,,20215,19745,713,,1
15299975,,5556,2572,3572,,1
15300050,,14240,14697,1932,,1
15303280,,6752,7406,6018,,1
15307587,,13935,14885,4700,,1
15313127,,14811,7282,507,,1
15318882,,2257,2483,790,,1
15319030,,5136,5088,2466,,1
15321249,,9233,9860,2160,,1
15323934,,2319,2550,3277,,1
15324136,,4548,4963,1170,,1
15324390,,10408,11356,1117,,1
15326196,,1184,2000,2550,,1
15326798,,1343,1960,20,,1
15327302,,66,443,1458,,1
15329703,,429,657,282,,1
15331740,,4885,4018,2826,,1
15338003,,149,149,1401,,1
15346870,,15460,14979,20392,,1
15350768,,8572,8350,20362,,1
15356467,,35506,32309,3026,,1
15364071,,2958,3254,13129,,1
15366321,,2829,3003,99,,1
15381771,,59,562,9,,1
15391023,,1078,1044,370,,1
15392073,,3233,3147,6625,,1
15399951,,31169,32774,4797,,1
15411151,,13823,14060,5891,,1
15412019,,409,1716,132,,1
15416683,,2315,2546,3078,,1
15417706,,18338,16845,7987,,1
15420526,,493,358,1602,,1
15423477,,14312,15187,5729,,1
15427475,,2662,2498,174,,1
15430374,,1679,2004,4,,1
15433037,,50359,44135,4616,,1
15433946,,21082,22999,16905,,1
15440770,,8466,9020,740,,1
15442554,,711,1534,179,,1
15442668,,205,120,5615,,1
15442720,,45106,49298,4163,,1
15443101,,35791,38471,51895,,1
15448122,,119,391,11,,1
15449085,,9397,10173,6628,,1
15455253,,4903,5390,2054,,1
15460162,,781,1900,812,,1
15461568,,2887,2876,567,,1
15464324,,36198,36890,1613,,1
15466171,,304,1422,24,,1
15470337,,7118,7673,769,,1
15470773,,1350,1962,1743,,1
15471824,,7343,2364,417,,1
15473972,,20195,20807,6168,,1
15481195,,23340,24172,12318,,1
15484029,,6566,6816,645,,1
15494644,,698,805,139,,1
15497480,,37435,35092,7647,,1
15499851,,2516,2621,914,,1
15508830,,287,1029,71,,1
15510839,,2080,2099,1107,,1
15517425,,2886,3167,3480,,1
15520169,,251,882,374,,1
15526837,,2797,2346,252,,1
15535360,,14840,15038,1605,,1
15537184,,451,1237,324,,1
15547079,,143,293,411,,1
15554352,,3990,3231,280,,1
15560223,,7320,7433,1151,,1
15569613,,17921,14076,1724,,1
15574491,,722,124,3044,,1
15575441,,4185,4606,3041,,1
15593564,,5128,4644,10844,,1
15599095,,1344,1780,11529,,1
15614102,,5696,6270,2533,,1
15614998,,38739,33222,3927,,1
15625031,,7547,7949,3852,,1
15625319,,1018,1868,29,,1
15632417,,3969,4213,1468,,1
15634155,,8050,8850,9231,,1
15634645,,33809,33788,10917,,1
15643730,,1352,2000,730,,1
15645871,,8261,8479,1616,,1
15646896,,7144,7706,2285,,1
15650146,,322,1380,3345,,1
15651519,,789,1309,684,,1
15652404,,1573,1951,2867,,1
15656687,,6224,5542,1604,,1
15656933,,8225,7854,21637,,1
15670317,,584,1200,54,,1
15676578,,38956,32978,3689,,1
15677499,,14,90,10,,1
15677808,,7567,8241,2549,,1
15680614,,9678,10508,1986,,1
15689895,,1652,1935,241,,1
15690188,,5383,5922,338,,1
15691796,,11578,10873,8149,,1
15695681,,332,425,1855,,1
15699281,,9875,10566,2127,,1
15701632,,447,1589,306,,1
15710826,,15296,16074,20517,,1
15711966,,2428,2625,1522,,1
15712880,,408,1319,291,,1
15713717,,1625,1936,48,,1
15714980,,13090,14303,61011,,1
15717994,,11080,11933,1343,,1
15718271,,813,1472,562,,1
15730696,,1404,1735,311,,1
15734380,,24381,25948,16349,,1
15735125,,28898,29294,827,,1
15736066,,54902,56409,28660,,1
15736656,,26654,24366,3190,,1
15737219,,3280,3370,9299,,1
15740744,,726,1127,24,,1
15742514,,7901,8389,683,,1
15749216,,4568,4969,1011,,1
15749236,,1898,2075,344,,1
15751467,,9055,9105,2098,,1
15760906,,611,952,62,,1
15767176,,20322,21333,174,,1
15768893,,2712,2816,658,,1
15769445,,1170,1920,688,,1
15769846,,5763,6340,602,,1
15769958,,13287,11421,1786,,1
15770446,,98092,94484,2214,,1
15771146,,6396,7032,4772,,1
15771225,,19755,19932,454,,1
15772581,,70,331,48,,1
15773350,,7500,8234,317,,1
15775492,,4070,4477,224,,1
15776004,,12200,12617,684,,1
15776366,,50775,55210,1094,,1
15780580,,7640,4124,3936,,1
15782804,,5860,5528,12166,,1
15783465,,2591,2843,55,,1
15788157,,5432,1900,325,,1
15789733,,2116,2325,607,,1
15791454,,7577,8307,3014,,1
15792516,,8348,8485,942,,1
15793720,,4579,4357,8179,,1
15793787,,42772,37752,812,,1
15797149,,17055,17118,710,,1
15802699,,1173,1131,168,,1
15809157,,4692,4715,6052,,1
15809534,,677,992,2528,,1
15814566,,18159,16972,536,,1
15823753,,5162,2904,868,,1
15826025,,43611,42778,2013,,1
15830899,,93,256,4268,,1
15831817,,59619,56370,21964,,1
15838679,,18861,19539,7167,,1
15838790,,979,2001,275,,1
15842523,,82,228,1140,,1
15846407,,4309347,24694,1481,,1
15854078,,38072,39835,4679,,1
15854308,,404,760,154,,1
15868573,,8601,9452,469,,1
15868980,,11741,12916,674,,1
15869814,,593,598,263,,1
15870058,,7256,6024,538,,1
15880605,,348,466,256,,1
15886750,,2267,2362,1741,,1
15891723,,21959,23784,4470,,1
15895229,,1284,1981,433,,1
15899709,,3990,4055,817,,1
15903869,,622,1423,632,,1
15913295,,20745,19768,5824,,1
15914635,,2180,1568,803,,1
15916779,,55,147,243,,1
15918391,,219,371,31,,1
15920843,,3945,2424,1626,,1
15923015,,591,649,861,,1
15924542,,2521,2690,1832,,1
15926016,,1338,1721,327,,1
15927833,,1,18,6,,1
15930396,,72,136,120,,1
15931847,,5431,5694,278,,1
15933218,,25987,22949,4128,,1
15934878,,1690,1675,3227,,1
15941908,,7726,8462,5179,,1
15943688,,1455,1482,468,,1
15950681,,2110,422,3044,,1
15951028,,29165,31330,44929,,1
15952885,,490,823,684,,1
15958265,,62182,67021,49542,,1
15964639,,248,1187,69,,1
15965464,,88,414,13,,1
15974395,,2181,1963,78,,1
15977493,,4221,4395,2024,,1
15977738,,4285,4695,6326,,1
15979032,,197,1159,30,,1
15980118,,6403,6457,476,,1
15980337,,2199,2421,183,,1
15980968,,86,319,8,,1
15983316,,40599,42390,4714,,1
15997453,,9849,10780,248,,1
16014177,,977,1107,212,,1
16016135,,7066,6972,664,,1
16020622,,3468,3708,2781,,1
16027455,,712,1776,3185,,1
16042788,,14921,16409,11847,,1
16048575,,25764,26100,16658,,1
16050310,,1401,1783,784,,1
16051808,,11748,11452,2417,,1
16052196,,17,364,5,,1
16061163,,5474,3568,995,,1
16062813,,1285,1377,212,,1
16065440,,729,673,743,,1
16069206,,9840,10770,1152,,1
16070198,,1524,1383,71,,1
16076678,,5779,5847,3848,,1
16079424,,14781,16190,26463,,1
16086742,,4798,4916,970,,1
16088035,,766,2000,1347,,1
16088048,,21812,23920,12450,,1
16088444,,733,1829,212,,1
16090230,,102711,109388,1713,,1
16091798,,77,133,32,,1
16091975,,221,621,136,,1
16098881,,26932,28613,674,,1
16100743,,194,561,129,,1
16103653,,451,611,379,,1
16104623,,3803,1677,23,,1
16125042,,85844,2557,1903,,1
16130986,,3705,4076,61,,1
16131474,,2755,3030,870,,1
16134112,,5459,5914,428,,1
16145086,,1519,1873,1641,,1
16154362,,1570,1939,254,,1
16156071,,1002,1112,2411,,1
16159315,,795,478,1181,,1
16163535,,6501,7060,145,,1
16168763,,2885,3171,1991,,1
16173828,,10036,10834,101,,1
16190806,,2460,2694,624,,1
16193425,,418,1778,758,,1
16194524,,15432,16457,1832,,1
16195544,,1105,1405,7,,1
16196157,,5288,5343,1702,,1
16201271,,1164,1386,318,,1
16202088,,35,1024,190,,1
16202612,,18995,19975,2467,,1
16208962,,3900,3626,4789,,1
16210063,,1400,2000,2354,,1
16216095,,23857,23178,1523,,1
16226776,,471,938,67,,1
16232509,,15139,13692,3,,1
16238592,,11306,12391,427,,1
16248277,,3027,3330,1174,,1
16250671,,78,531,268,,1
16252536,,57236,59868,6236,,1
16253646,,1172,1410,578,,1
16256618,,1637,1994,234,,1
16257048,,3926,3791,749,,1
16268411,,9943,8500,9461,,1
16271460,,7727,7750,2417,,1
16275559,,29230,29566,7705,,1
16294267,,48790,49177,8312,,1
16296683,,10814,9271,160,,1
16302350,,4970,5348,2899,,1
16307887,,14161,15520,29,,1
16311293,,1374,1709,442,,1
16314440,,2875,3073,30,,1
16318304,,2037,2116,1667,,1
16319483,,428,541,487,,1
16319771,,20475,20496,1171,,1
16325332,,19198,19335,4403,,1
16326552,,1054,1368,115,,1
16344105,,746,1186,20,,1
16345634,,393,602,108,,1
16356230,,5481,5723,74,,1
16357465,,1496,1854,53,,1
16359390,,1785,1969,1738,,1
16360529,,6460,6980,194,,1
16370702,,37,107,14,,1
16372147,,909,650,282,,1
16373381,,2949,3246,1764,,1
16375901,,12673,13178,319,,1
16379865,,14754,15618,14309,,1
16379892,,37939,39251,3171,,1
16380110,,22601,22928,3382,,1
16381033,,3623,3930,12697,,1
16386707,,9164,9815,12943,,1
16388295,,24103,25881,2242,,1
16388401,,2302,2531,1610,,1
16389723,,2752,3027,3767,,1
16402338,,3681,4027,1072,,1
16403903,,37042,33045,16203,,1
16404059,,1155,1815,7,,1
16405001,,1799,1972,1080,,1
16407295,,218,523,72,,1
16412093,,5635,6199,2058,,1
16413061,,56210,58133,83206,,1
16419705,,14699,14693,5350,,1
16422334,,9653,8576,28851,,1
16423523,,4522,4604,357,,1
16425663,,14197,14697,10422,,1
16427038,,1815,1118,288,,1
16429832,,3325,3656,5408,,1
16431844,,22093,21505,14634,,1
16446278,,8198,8426,164,,1
16448128,,22411,23035,3750,,1
16458689,,20511,12477,10715,,1
16465425,,533,974,31132,,1
16467654,,5745,6023,3566,,1
16472256,,4901,4903,1214,,1
16473252,,8070,7327,374,,1
16474434,,807,835,1492,,1
16476916,,836,1747,888,,1
16478223,,717,773,1243,,1
16480048,,484,1284,58,,1
16483818,,3628,3991,1347,,1
16487660,,1327,1915,38,,1
16492068,,1451,1739,3544,,1
16496825,,35,269,70,,1
16500015,,2276,2504,1258,,1
16507195,,19227,19681,25137,,1
16508634,,552,1015,523,,1
16511853,,11503,11312,3645,,1
16511872,,53,290,57,,1
16513931,,10263,11234,6301,,1
16515638,,2651,2858,2423,,1
16517479,,2133,884,2618,,1
16529153,,1171,308,9918,,1
16531768,,1572,1181,1953,,1
16533768,,334,1634,16,,1
16535009,,3515,3865,459,,1
16535211,,2677,2811,737,,1
16535917,,11764,12452,761,,1
16538850,,9594,10163,2970,,1
16540406,,59876,60844,9731,,1
16543782,,966,1998,256,,1
16551967,,5130,5631,246,,1
16552268,,381,2000,60,,1
16556652,,24990,27427,179,,1
16558246,,15522,15267,6584,,1
16559320,,17447,14379,3521,,1
16563759,,2111,2247,352,,1
16565151,,70,407,10,,1
16572344,,7377,8103,3056,,1
16578783,,1225,1898,139,,1
16580443,,1959,1951,528,,1
16580506,,3002,3265,394,,1
16581076,,9196,9581,9827,,1
16581776,,2393,2569,7978,,1
16582139,,59,245,45,,1
16585190,,2354,2050,46,,1
